address,size,name,source,status,notes
0x02030C10,320,gSlotIds,decomp,verified,160 u16 slot ids; 0x7FEF means empty  TRACE: new game + 1. 0->42 at f1068 during slot selection.
0x02030D50,7680,gSlotArray,decomp,provisional,"128-entry, 60-byte slot array; +0x28 active word"
0x02032B60,6656,gNodePoolA,decomp,provisional,"128 x 52-byte node pool (+0 next, +4 prev, +8 u16 id). 0x08054450 zeroes it with DMA and threads it onto gList02035A80."
0x02034560,4608,gNodePoolB,decomp,provisional,"64 x 72-byte node pool, same header. 0x08054450 threads it onto gNodeListHead."
0x02035760,0,gRam02035760,decomp,provisional,used as the session block in FUN_08053B44; its internal structure and size are UNKNOWN (0). Details in the header of src/core/nodelist_b9.c.
0x02035780,12,gRam02035780,decomp,provisional,"the first argument in the FUN_08055D90 call (byte-matching evidence)  MEASURED (0x08054450): it is passed as a List2 header (+0 head, +4 tail, +8 count)."
0x020357E0,0,gRam020357E0,decomp,provisional,used in FUN_08053B44; its internal structure and size are UNKNOWN (0). Details in the header of src/core/nodelist_b9.c.
0x020357F0,640,gNodePoolC,decomp,provisional,"16 x 40-byte node pool, same header. 0x08054450 threads it onto gRam02035780."
0x02035A70,12,gNodeListHead,decomp,provisional,"Head of the ordered node list; node +0 next, +8 u16 id  MEASURED (0x08054450): it is passed as a List2 header (+0 head, +4 tail, +8 count)."
0x02035A80,12,gList02035A80,decomp,provisional,"List2 header (+0 head, +4 tail, +8 count); The free list of gNodePoolA. NOT a continuation of gNodeListHead (0x02035A70); a separate object."
0x02035A90,2,gRam02035A90,decomp,provisional,u16 state field zeroed by FUN_0805643C
0x02035A98,4,gRam02035A98,decomp,provisional,u32 state field zeroed by FUN_0805643C
0x02035A9C,1,gRam02035A9C,decomp,provisional,u8 counter saturating at 254
0x02035AA0,2,gRam02035AA0,decomp,provisional,u16 state field zeroed by FUN_0805643C
0x02035AA4,2,gRam02035AA4,decomp,provisional,u16 state field zeroed by FUN_0805643C
0x02035AC4,4,gRam02035AC4,decomp,provisional,u32 state field zeroed by FUN_0805643C
0x02035AE0,4,gRam02035AE0,decomp,provisional,u32 state field zeroed by FUN_0805643C
0x02035AEC,4,gRam02035AEC,decomp,provisional,u32 state field zeroed by FUN_0805643C
0x02035B10,4,gRam02035B10,decomp,provisional,u32 state field zeroed by FUN_0805643C
0x02035B18,4,gRam02035B18,decomp,provisional,u32 state field zeroed by FUN_0805643C
0x02035B1C,1,gRam02035B1C,decomp,provisional,0x08063E58 zeroes it when the wait loop ends.
0x02035B24,1,gRam02035B24,decomp,provisional,u8 state field zeroed by FUN_0805643C
0x02035B30,16,gCountdownTimers,decomp,provisional,"Four s32 countdown counters. FUN_08053AD8 tests the first element and then walks the array. The base must be an EXTERN SYMBOL: according to the header of src/core/nodelist_c8.c, the `#define ((s32 *)0x02035B30)` and local-pointer forms break the match."
0x02035B90,196,gJobTable,decomp,provisional,"7-entry, 28-byte job table; +0 state, +4 active flag, +5 sub, +12 u16, +24 pointer, +28 an extra field past the row"
0x02035CA8,4,gFrameCounterLate,decomp,provisional,Second frame counter referenced by GameInit
0x02035CC0,4,gLanguage,decomp,verified,"Language selection (0..4, five languages). The setter 0x0805E6C4 clamps it; the reader 0x0805E6E0 selects a block of 618 strings per language in the text table. See docs/TEXT_MAP.md  TRACE (language screen, session 7): THE ORDER IS PROVEN. 0->1->2->3->4 as the cursor moves down, and back as it moves up. Menu order: 0=English, 1=Spanish, 2=French, 3=Italian, 4=German. SetLanguage is called ON CURSOR MOVEMENT, NOT ON CONFIRMATION -- the menu does a live preview."
0x02035EA0,24,gRam02035EA0,decomp,provisional,+0x16 u16 id
0x02036050,1,gRam02036050,decomp,provisional,mode byte; IsModeReady reads it (byte-matching evidence)
0x020360F2,1,vigilante_arrests,libretro_cheat,provisional,
0x020360F5,1,vigilante_arrests_copy,libretro_cheat,provisional,
0x02036308,4,gGlyphTiles,decomp,provisional,SetTextContext (0x0806430C) writes it; the call passes 0x08831880 (ROM). the 0xE000 bytes between it and the 0x0883F880 that gGlyphWidths takes -> the glyph bitmaps. The name is provisional.
0x0203630C,4,gTextRowStride,decomp,provisional,Row stride in tiles used when clearing a text area
0x02036310,4,gTextVramBase,decomp,provisional,Base VRAM address of the text layer
0x02036314,4,gGlyphWidths,decomp,provisional,"Pointer to the per-glyph width table, indexed from space (0x20)"
0x02036318,4,gFontIndex,decomp,provisional,"Selected font, set by 0x0806434C  TRACE: it changes with text drawing; it moves in the dialogue box (f1319) and with A presses (f1384/f1402).  LEFT PROVISIONAL -- THE NAME IS DOUBTFUL: the values (160/192/128/240/242) look more like a width/position than a font index. The trace proves the relation to text, not the NAME."
0x0203631C,4,gHalfLineSpacing,decomp,verified,"Nonzero halves the line height used by the text drawing helpers  TRACE: 0->1 when the dialogue box opens (f1319), 1->0 when it closes (f2303). Tied to the text box."
0x02036320,1,gRam02036320,decomp,provisional,Single byte; 0x08066144 zeroes it during session setup
0x02036324,4,gRam02036324,decomp,provisional,u32; 0x080657D8 writes it before the MaybeSetCommByte6 call and reads it back afterwards
0x02036328,4,gRam02036328,decomp,provisional,Extra flag; checked by 0x080664C4
0x0203632C,1,gRam0203632C,decomp,provisional,Single byte; 0x08066144 zeroes it during session setup
0x02036330,8,gRam02036330,decomp,provisional,"Size 8 MEASURED (Memset call, 0x08066144). the +0x02 field is zeroed as u16"
0x02036338,4,gRam02036338,decomp,provisional,"Communication block pointer; target +0 flag, +6 write"
0x02036340,8,gDistanceAccum,decomp,provisional,"Distance accumulator; once it exceeds 0x1FFF the overflow is carried into the counter in the record  TRACE: active at f1783, right before walking starts; in the same window as mission_timer.  LEFT PROVISIONAL -- THE NAME IS DOUBTFUL: its justification rested on the assumption that mission_timer is a distance counter, and that assumption is REFUTED."
0x03000000,4,gFrameDelay,decomp,verified,"IWRAM frame delay = the time step multiplier. On every logic frame gIwramFrameCounter is copied here and clamped at 5 (vblank_intr.c, 0x08000220). Consumers use it as the step: 0x08053AD8 decrements the counters by gFrameDelay every frame. MEASURED (gameplay, 2026-09-07): the game runs at about 15 fps, so gFrameDelay is typically 4. The FRAME_DELAY_MAX=5 constant confirms this: in a game running at 60 fps the compensation would never exceed 1, so clamping at 5 shows that values of 4-5 are normal operation."
0x03000004,4,gIwramFrameCounter,decomp,verified,IWRAM hardware frame counter. It increases on every VBlank and is copied into gFrameDelay and reset when the logic frame ends. The moment it is reset is a logic frame; the value before the reset is how many hardware frames that frame lasted (tools/fps_watch.lua measures this).
0x03000014,12,gClipBounds,decomp,verified,"three-component bounding box; ClipBounds narrows it (byte-matching evidence)  TRACE (car, full width): three 16.16 values; start (3360.000, 9568.000, 164.000). CORRECTION: the earlier ""mirror of gFocusPoint"" conclusion was WRONG -- it was an artefact of reading a single byte. At full width, +0x00 agrees on five of six shared frames, but +0x04 agrees on ZERO of fifteen shared frames. They are separate values. +0x08 (with no counterpart in the focus point) grows 164.0 -> 220.0 while the accelerator is held and returns when it is released: it looks like a camera range / look-ahead that opens up with speed."
0x03000028,4,gBufferB03000028,decomp,provisional,FUN_080100D0 writes the result of a 0x2400-byte allocation into this pointer in IWRAM.
0x03000068,4,gBg2ScaleX,decomp,provisional,BG2 affine horizontal scale; FUN_08011DD4 multiplies it by 40
0x0300006C,4,gBg2ScaleY,decomp,provisional,BG2 affine vertical scale; FUN_08011DD4 multiplies it by 40
0x03000078,4,gRam03000078,decomp,provisional,Referenced by a block queued for matching; role unknown
0x03000098,4,gRam03000098,decomp,provisional,Referenced by FUN_08001A00; role unknown
0x0300009C,4,gRam0300009C,decomp,provisional,Referenced by FUN_08001A00; role unknown
0x030000A0,4,gRam030000A0,decomp,provisional,Referenced by FUN_08001A00; role unknown
0x03007E00,4,gSystemStack,decomp,verified,BIOS system stack pointer area
0x03007FA0,4,gIrqStack,decomp,verified,BIOS IRQ stack pointer area
0x03007FF8,2,gBiosIrqFlags,decomp,verified,BIOS interrupt check flags (IntrWait); handlers OR their bit here
0x03007FFC,4,gIrqVector,decomp,verified,BIOS IRQ handler vector
0x04000028,2,gRegBg2XLow,decomp,verified,Low half of the GBA BG2X reference coordinate
0x0400002A,2,gRegBg2XHigh,decomp,verified,High half of the GBA BG2X reference coordinate
0x0400002E,2,gRegBg2YHigh,decomp,verified,High half of the GBA BG2Y reference coordinate
0x04000202,2,gRegIf,decomp,verified,REG_IF interrupt acknowledge register
0x08342A14,0,gRom08342A14,decomp,provisional,ROM: a u32 table indexed by the slot kind byte; 0x7FFF = none (0x08015834).
0x08342A50,0,gRom08342A50,decomp,provisional,ROM: a u32 table indexed by the slot kind byte; 0x7FFF = none (0x08015834).
0x083444E8,0,gRom083444E8,decomp,provisional,ROM data; 0x08031388 indexes it. Size UNKNOWN. It must be declared as an ARRAY.
0x083E3004,12,gEmptyAreaNames,decomp,provisional,ROM array: three empty area-name pointers. FUN_08053B44 uses it in a comparison.
0x083E3010,12,gSpecialAreaNames,decomp,provisional,ROM array: three special area-name pointers. FUN_08053B44 uses it in a comparison.
0x08831880,0,gRom08831880,decomp,provisional,ROM graphics: pause text tile data A (0x080023F0).
0x0883F880,0,gRom0883F880,decomp,provisional,ROM graphics: pause text palette/map A (0x080023F0).
0x0883FB60,0,gRom0883FB60,decomp,provisional,ROM graphics: pause text tile data B (0x080023F0).
0x0884DB60,0,gRom0884DB60,decomp,provisional,ROM graphics: pause text palette/map B (0x080023F0).
0x08852A1C,16,gRom08852A1C,decomp,provisional,"ROM: four s32, values MEASURED as {-128, 128, -384, 384}. 0x080651E0 copies them into a local array and uses them as the id offsets of the probe points."
0x08852A2C,0,gRom08852A2C,decomp,provisional,ROM: a table of 28-byte records; when the first field is 6 a special path runs (0x08063E7C/0x08063EAC).
0x08BD3448,8,gRom08BD3448,decomp,provisional,ROM: at +0x04 a pointer to a pointer table; 0x08064698 and 0x080646F8 read it with a u16 index.
0x08CA30D8,2048,gRom08CA30D8,decomp,provisional,ROM: 1024-entry s16 sine table (indexed by angle & 0x3FF); 0x08064DFC reads it.
0x08CA45CC,0,gRom08CA45CC,decomp,provisional,ROM data; 0x08019620 indexes it as u16 with (id - 0x4000). Size UNKNOWN. It must be declared as an ARRAY.
0x08CA6138,0,gRom08CA6138,decomp,provisional,ROM: u32 value table (A); 0x08024044 indexes it by state.
0x08CA617C,0,gRom08CA617C,decomp,provisional,ROM: u32 value table (B); 0x08024044 uses it while arg1 != 0.
0x08CA61C0,0,gRom08CA61C0,decomp,provisional,"A ROM table (not RAM). In StepEntryPhase it is indexed by the entry's +0x01 OWNER field and the result is shifted by 16. Size UNKNOWN (0 was recorded); only the base was measured. The element type is u32. An array declaration is MANDATORY: as measured in that file, any form other than `extern u32 gRom08CA61C0[];` (#define + cast, a local base, an array-pointer macro) breaks the ARGUMENT ORDER and loses the match."
0x08CA635C,0,gRom08CA635C,decomp,provisional,ROM data; 0x08031388 indexes it. Size UNKNOWN. It must be declared as an ARRAY.
0x08CA6A08,4,gRom08CA6A08,decomp,provisional,ROM: a POINTER to a counter header in RAM (+0x02 u16 fill level); 0x08033824 reads and updates it.
0x08CAA3E4,0,gRomAsset08CAA3E4,decomp,provisional,ROM entity pointer; 0x08051154 passes it to the FUN_08036cac call and writes the returned pointer into gRam020303C4. Size UNKNOWN.
0x08CAC248,0,gRecords,decomp,provisional,ROM table of 60-byte records indexed by gRecordIndex
0x08D482E0,0,gAreaNames,decomp,provisional,"ROM area-name table. The +0x20 field of gAreaBank (0x08D49C00) points at this array. Size UNKNOWN (0). It must be declared as an ARRAY: as measured in src/core/nodelist_b9.c, `extern const AreaName gAreaNames[];` emits a real ARRAY_REF, while the pointer-constant form does not give the same code as the ROM."
0x08D49C00,0,gAreaBank,decomp,provisional,ROM: the area record bank; 0x08052C68 walks it through the .entries field.
0x08EC46D4,0,gTextTable,decomp,verified,"Text pointer table 0x08EC46D4: 618 strings x 5 languages = 3090 entries.  VERIFIED (session 7): slice k = language k, directly. Tested by reading the value of the same index in all five slices (ENGLISH/ANGLAIS/INGLESE/ENGLISCH). The encoding is LATIN-1, NOT ASCII: 0xC9=E-acute, 0xD1=N-tilde, 0xC1=A-acute."
0x08F72620,0,gRom08F72620,decomp,provisional,A ROM byte table (not RAM). 0x08065568 indexes it directly and returns a single byte. Size UNKNOWN (0); only the base was measured. It must be declared as an ARRAY: extern const u8 gRom08F72620[];
0x08FD17C8,0,gBitmapAssets,decomp,provisional,"ROM table: 20-byte records. +0x00 frame data, +0x04 palette, +0x08 flags (bit0 = frame is RL-compressed, bit1 = palette is RL), +0x0C u16 width, +0x0E u16 height, +0x10 u16 palette halfword count. The first two records are 240x160. 0x08065574 indexes it (the index is capped at 1). It must be declared as an ARRAY."
0x08FD17FC,40,gPowersOfTen,decomp,verified,"ROM table: ten u32, 10^0..10^9 (1..1000000000). Verified by reading the ROM bytes. 0x080672FC uses it when writing decimal digits. It must be declared as an ARRAY: extern const u32 gPowersOfTen[];"
0x02036110,4,gRam02036110,decomp,provisional,0x08063C88/63D3C: ldr/str 32-bit state; allocation size undetermined
0x02027300,4,gRam02027300,decomp,provisional,0x08032548/3258C: 32-bit counter access; allocation size undetermined
0x020272F8,4,gRam020272F8,decomp,provisional,0x08032548/3258C: 32-bit counter access; allocation size undetermined
0x020272F4,4,gRam020272F4,decomp,provisional,0x08032548/3258C: 32-bit counter access; allocation size undetermined
0x020272F0,4,gRam020272F0,decomp,provisional,0x08032548/3258C: 32-bit counter access; allocation size undetermined
0x020272FC,4,gRam020272FC,decomp,provisional,0x08032548/3258C: 32-bit counter access; allocation size undetermined
0x08CA6608,1024,gRom08CA6608,decomp,provisional,0x08032548/3258C: two indices masked with 0x3FF; a table of at least 1024 bytes
0x08CA788C,0,gRom08CA788C,decomp,provisional,0x08035168/351AC: source pointer table; allocation size undetermined
0x02035B40,4,gRam02035B40,decomp,provisional,32-bit cooldown timestamp; 0805ABDC
0x08CA7E64,0,gRom08CA7E64,decomp,provisional,"80-byte records; u16 fields +22,+78 in 08038608/44; allocation unknown"
0x0201AA80,12,gRam0201AA80,decomp,provisional,MEASURED: DMA32 fill 3 words in 0800DD50
0x02027F00,576,gRam02027F00,decomp,provisional,MEASURED: DMA32 fill 144 words in 080357CC
0x02022AC0,904,gRam02022AC0,decomp,provisional,"MEASURED: 32 x 28-byte nodes and two pointers at +896,+900; 08013450/134A4"
0x02035AD0,0,gRam02035AD0,decomp,provisional,Stat words +0 and +4; total allocation unknown
0x02035ED0,36,gRam02035ED0,decomp,provisional,MEASURED: twelve u16 IDs and twelve u8 values; 0806245C
0x020363C4,4,gRam020363C4,decomp,provisional,newlib errno; zeroed by reentrant syscall wrappers
